code_module,code_presentation,id_student,id_site,date,sum_click
BBB,2013J,108,46,238,9
BBB,2013J,108,56,10,4
BBB,2013J,108,53,214,4
BBB,2013J,108,50,12,3
BBB,2013J,108,49,227,1
BBB,2013J,108,52,110,8
BBB,2013J,108,42,80,7
BBB,2013J,108,43,95,4
BBB,2013J,108,57,175,7
BBB,2013J,108,60,126,8
BBB,2013J,108,58,177,9
BBB,2013J,108,49,203,1
BBB,2013J,108,52,20,7
BBB,2013J,108,45,160,2
BBB,2013J,108,57,203,4
BBB,2013J,108,56,13,5
BBB,2013J,108,41,136,7
DDD,2014B,109,147,216,8
DDD,2014B,109,150,235,6
DDD,2014B,109,145,156,3
DDD,2014B,109,158,229,9
DDD,2014B,109,147,80,7
DDD,2014B,109,144,152,5
DDD,2014B,109,150,137,5
DDD,2014B,109,148,142,2
DDD,2014B,109,155,17,6
DDD,2014B,109,143,196,2
DDD,2014B,109,151,66,4
DDD,2014B,109,153,132,3
DDD,2014B,109,150,36,7
DDD,2014B,109,148,64,7
DDD,2014B,109,158,36,6
DDD,2014B,109,151,53,8
DDD,2014B,109,147,5,8
DDD,2014B,109,143,129,9
DDD,2014B,109,151,127,4
DDD,2014B,109,153,23,3
DDD,2014B,109,145,198,8
DDD,2014B,109,152,155,8
DDD,2014B,109,141,94,6
DDD,2014B,109,144,45,7
DDD,2014B,109,154,56,2
DDD,2014B,109,155,232,4
DDD,2014B,109,145,94,7
DDD,2014B,109,150,226,4
DDD,2014B,109,148,71,6
DDD,2014B,109,142,32,4
DDD,2014B,109,156,111,2
DDD,2014B,109,159,208,8
DDD,2014B,109,157,229,2
DDD,2014B,109,152,110,3
DDD,2014B,109,145,180,7
DDD,2014B,109,149,239,7
DDD,2014B,109,152,105,7
DDD,2014B,109,156,144,8
DDD,2014B,109,141,73,7
DDD,2014B,109,142,238,4
DDD,2014B,109,160,29,8
DDD,2014B,109,146,4,5
DDD,2014B,109,143,97,3
DDD,2014B,109,152,72,3
DDD,2014B,109,148,111,1
DDD,2014B,109,160,134,2
DDD,2014B,109,143,76,2
DDD,2014B,109,160,78,3
DDD,2014B,109,154,131,8
DDD,2014B,109,149,5,3
DDD,2014B,109,153,102,5
DDD,2014B,109,148,91,8
DDD,2014B,109,152,45,9
DDD,2014B,109,146,121,5
DDD,2014B,109,150,66,1
DDD,2014B,109,157,201,5
DDD,2014B,109,144,86,3
DDD,2014B,109,160,193,8
DDD,2014B,109,145,10,8
DDD,2014B,109,146,229,8
DDD,2014B,109,152,59,7
DDD,2014B,109,150,235,6
DDD,2014B,109,157,175,7
DDD,2014B,109,157,3,3
DDD,2014B,109,156,117,4
DDD,2014B,109,151,3,3
DDD,2014B,109,147,114,5
DDD,2014B,109,160,72,6
DDD,2014B,109,150,204,1
DDD,2014B,109,150,161,1
DDD,2014B,109,156,83,8
DDD,2014B,109,151,7,3
DDD,2014B,109,149,88,4
DDD,2014B,109,157,216,4
DDD,2014B,109,145,237,5
DDD,2014B,109,155,87,8
DDD,2014B,109,151,234,1
DDD,2014B,109,151,79,1
DDD,2014B,109,145,18,4
DDD,2014B,109,158,208,5
DDD,2014B,109,152,177,1
DDD,2014B,109,142,16,9
DDD,2014B,109,144,103,6
DDD,2014B,109,157,195,1
DDD,2014B,109,156,13,7
DDD,2014B,109,148,199,4
DDD,2014B,109,147,210,1
DDD,2014B,109,152,188,3
DDD,2014B,109,141,185,5
DDD,2014B,109,150,194,7
DDD,2014B,109,150,63,7
DDD,2014B,109,154,91,9
DDD,2014B,109,150,104,2
DDD,2014B,109,141,15,6
DDD,2014B,109,144,199,2
DDD,2014B,109,155,164,9
DDD,2014B,109,141,206,9
DDD,2014B,109,146,214,4
DDD,2014B,109,160,28,5
DDD,2014B,109,155,235,8
DDD,2014B,109,152,73,6
DDD,2014B,109,156,217,3
DDD,2014B,109,154,150,4
DDD,2014B,109,157,181,6
DDD,2014B,109,149,207,6
DDD,2014B,109,152,180,8
DDD,2014B,109,153,22,9
DDD,2014B,109,146,148,6
DDD,2014B,109,160,69,1
DDD,2014B,109,150,1,8
DDD,2014B,109,152,234,9
DDD,2014B,109,153,234,2
DDD,2014B,109,149,152,4
DDD,2014B,109,143,88,8
DDD,2014B,109,150,187,2
DDD,2014B,109,148,69,6
DDD,2014B,109,143,98,4
DDD,2014B,109,154,141,9
DDD,2014B,109,146,175,1
DDD,2014B,109,153,61,6
DDD,2014B,109,153,49,2
DDD,2014B,109,155,217,5
DDD,2014B,109,153,69,2
DDD,2014B,109,147,122,9
DDD,2014B,109,142,214,5
DDD,2014B,109,155,204,8
DDD,2014B,109,142,238,9
DDD,2014B,109,144,174,6
DDD,2014B,109,147,232,5
DDD,2014B,109,145,204,1
DDD,2014B,109,153,220,5
DDD,2014B,109,159,130,9
DDD,2014B,109,155,143,8
DDD,2014B,109,152,103,5
DDD,2014B,109,152,186,5
BBB,2013J,109,60,220,5
BBB,2013J,109,55,37,7
BBB,2013J,109,59,19,8
BBB,2013J,109,47,112,6
BBB,2013J,109,43,190,4
BBB,2013J,109,44,91,4
BBB,2013J,109,58,7,6
BBB,2013J,109,55,69,7
BBB,2013J,109,45,21,6
BBB,2013J,109,56,222,5
BBB,2013J,109,48,51,1
BBB,2013J,109,55,178,1
BBB,2013J,109,59,162,3
BBB,2013J,109,55,4,4
BBB,2013J,109,56,118,5
BBB,2013J,109,47,224,9
BBB,2013J,109,47,189,2
BBB,2013J,109,48,55,8
BBB,2013J,109,47,186,4
BBB,2013J,109,46,95,3
BBB,2013J,109,45,32,5
BBB,2013J,109,59,171,4
BBB,2013J,109,50,23,6
BBB,2013J,109,42,51,8
BBB,2013J,109,58,103,5
BBB,2013J,109,52,118,9
BBB,2013J,109,51,203,1
BBB,2013J,109,42,79,8
BBB,2013J,109,49,216,9
BBB,2013J,109,49,162,8
BBB,2013J,109,60,144,9
BBB,2013J,109,53,61,3
BBB,2013J,109,51,115,6
BBB,2013J,109,53,168,1
BBB,2013J,109,52,24,9
BBB,2013J,109,59,32,5
BBB,2013J,109,50,108,6
BBB,2013J,109,42,156,1
BBB,2013J,109,55,66,8
BBB,2013J,109,55,76,7
BBB,2013J,109,42,134,3
BBB,2013J,109,51,197,9
BBB,2013J,109,47,192,4
BBB,2013J,109,51,11,6
BBB,2013J,109,42,64,4
BBB,2013J,109,44,115,5
BBB,2013J,109,43,150,8
BBB,2013J,109,48,215,1
BBB,2013J,109,42,92,1
BBB,2013J,109,55,231,1
BBB,2013J,109,44,88,3
BBB,2013J,109,60,157,3
BBB,2013J,109,59,238,1
BBB,2013J,109,50,230,1
BBB,2013J,109,52,81,2
BBB,2013J,109,58,107,6
BBB,2013J,109,44,4,9
BBB,2013J,109,51,229,6
BBB,2013J,109,49,95,4
BBB,2013J,109,49,103,7
BBB,2013J,109,55,16,9
BBB,2013J,109,43,166,6
BBB,2013J,109,47,103,6
BBB,2013J,109,60,37,3
BBB,2013J,109,41,219,4
BBB,2013J,109,58,95,4
BBB,2013J,109,45,194,9
BBB,2013J,109,42,51,9
BBB,2013J,109,42,112,1
BBB,2013J,109,54,179,9
BBB,2013J,109,49,174,9
BBB,2013J,109,54,122,1
BBB,2013J,109,55,137,6
BBB,2013J,109,54,170,8
BBB,2013J,109,44,93,2
BBB,2013J,109,60,15,1
BBB,2013J,109,58,221,7
BBB,2013J,109,48,161,4
BBB,2013J,109,47,100,3
BBB,2013J,109,55,190,6
BBB,2013J,109,42,130,1
BBB,2013J,109,41,55,1
BBB,2013J,109,41,128,2
BBB,2013J,109,59,202,3
BBB,2013J,109,43,17,3
BBB,2013J,109,59,117,7
BBB,2013J,109,50,62,5
BBB,2013J,109,53,185,3
BBB,2013J,109,44,127,2
BBB,2013J,109,46,36,1
BBB,2013J,109,44,208,3
BBB,2014B,110,70,65,3
BBB,2014B,110,68,66,8
BBB,2014B,110,61,187,8
BBB,2014B,110,66,42,7
BBB,2014B,110,66,76,4
BBB,2014B,110,61,218,1
BBB,2014B,110,67,49,1
BBB,2014B,110,67,48,6
BBB,2014B,110,63,114,9
BBB,2014B,110,76,230,4
BBB,2014B,110,71,62,2
BBB,2014B,110,70,13,1
BBB,2014B,110,75,219,5
BBB,2014B,110,70,93,7
BBB,2014B,110,78,123,3
BBB,2014B,110,71,40,9
BBB,2014B,110,76,55,4
BBB,2014B,110,70,164,3
BBB,2014B,110,80,162,7
BBB,2014B,110,67,21,3
BBB,2014B,110,71,16,7
BBB,2014B,110,69,223,7
BBB,2014B,110,77,232,9
BBB,2014B,110,74,162,6
BBB,2014B,110,69,129,5
BBB,2014B,110,62,69,4
BBB,2014B,110,62,171,1
BBB,2014B,110,61,203,8
BBB,2014B,110,66,72,4
BBB,2014B,110,80,101,5
BBB,2014B,110,62,131,3
BBB,2014B,110,80,176,5
BBB,2014B,110,68,68,2
BBB,2014B,110,62,226,5
BBB,2014B,110,71,38,4
BBB,2014B,110,77,54,3
BBB,2014B,110,67,225,5
BBB,2014B,110,65,26,4
BBB,2014B,110,77,13,5
BBB,2014B,110,74,178,3
BBB,2014B,110,67,63,3
BBB,2014B,110,70,106,9
BBB,2014B,110,69,87,4
BBB,2014B,110,67,82,4
BBB,2014B,110,61,121,5
BBB,2014B,110,62,86,2
BBB,2014B,110,63,157,9
BBB,2014B,110,65,180,4
BBB,2014B,110,61,106,9
BBB,2014B,110,75,175,3
BBB,2014B,110,72,16,9
BBB,2014B,110,67,69,5
BBB,2014B,110,63,43,6
BBB,2014B,110,67,143,6
CCC,2014B,111,108,175,8
CCC,2014B,111,120,194,8
CCC,2014B,111,102,187,5
CCC,2014B,111,114,225,7
CCC,2014B,111,119,119,2
CCC,2014B,111,119,117,3
CCC,2014B,111,103,75,5
CCC,2014B,111,119,23,1
CCC,2014B,111,118,24,6
CCC,2014B,111,119,180,3
CCC,2014B,111,101,206,3
CCC,2014B,111,106,143,3
CCC,2014B,111,108,85,1
CCC,2014B,111,113,180,1
CCC,2014B,111,105,190,6
CCC,2014B,111,101,183,5
CCC,2014B,111,103,175,6
CCC,2014B,111,111,112,9
CCC,2014B,111,108,158,6
CCC,2014B,111,104,5,9
CCC,2014B,111,108,2,9
CCC,2014B,111,115,226,2
CCC,2014B,111,119,132,3
CCC,2014B,111,115,28,9
CCC,2014B,111,105,49,4
CCC,2014B,111,105,32,1
CCC,2014B,111,106,219,5
CCC,2014B,111,106,173,1
CCC,2014B,111,109,18,4
CCC,2014B,111,108,60,3
CCC,2014B,111,109,227,4
CCC,2014B,111,113,138,5
CCC,2014B,111,120,167,4
CCC,2014B,111,117,153,8
CCC,2014B,111,114,11,7
CCC,2014B,111,111,181,5
CCC,2014B,111,108,29,4
CCC,2014B,111,106,89,3
CCC,2014B,111,118,167,2
AAA,2014B,112,39,128,7
AAA,2014B,112,22,21,3
AAA,2014B,112,31,153,5
AAA,2014B,112,35,221,1
AAA,2014B,112,34,237,5
AAA,2014B,112,37,126,7
AAA,2014B,112,23,53,4
AAA,2014B,112,23,234,2
AAA,2014B,112,35,201,6
AAA,2014B,112,29,112,8
AAA,2014B,112,33,224,1
AAA,2014B,112,24,78,8
AAA,2014B,112,21,4,8
AAA,2014B,112,28,196,9
AAA,2014B,112,35,148,1
AAA,2014B,112,30,5,7
AAA,2014B,112,38,99,8
AAA,2014B,112,30,176,9
AAA,2014B,112,28,136,5
AAA,2014B,112,33,180,3
AAA,2014B,112,36,235,4
AAA,2014B,112,31,68,5
AAA,2014B,112,38,176,3
AAA,2014B,112,39,163,7
AAA,2014B,112,25,74,5
AAA,2014B,112,26,52,5
AAA,2014B,112,33,63,4
AAA,2014B,112,29,117,7
AAA,2014B,112,31,52,6
AAA,2014B,112,37,69,1
AAA,2014B,112,38,100,3
AAA,2014B,112,40,41,1
AAA,2014B,112,34,11,3
AAA,2014B,112,27,169,8
AAA,2014B,112,26,101,8
AAA,2014B,112,21,88,2
AAA,2014B,112,27,51,4
AAA,2014B,112,32,224,4
AAA,2014B,112,29,34,9
AAA,2014B,112,25,166,5
AAA,2014B,112,32,58,6
AAA,2014B,112,32,63,1
AAA,2014B,112,33,193,1
AAA,2014B,112,33,231,3
AAA,2014B,112,26,94,6
AAA,2014B,112,26,26,2
AAA,2014B,112,22,212,4
AAA,2014B,112,25,68,8
AAA,2014B,112,39,131,4
AAA,2014B,112,30,56,8
AAA,2014B,112,32,130,3
AAA,2014B,112,36,181,8
AAA,2014B,112,21,200,5
AAA,2014B,112,39,239,2
AAA,2014B,112,26,103,9
AAA,2014B,112,36,225,3
AAA,2014B,112,31,149,4
AAA,2014B,112,25,77,8
AAA,2014B,112,26,106,2
AAA,2014B,112,29,94,1
AAA,2014B,112,23,167,8
AAA,2014B,112,31,65,1
AAA,2014B,112,27,63,6
AAA,2014B,112,32,80,8
AAA,2014B,112,30,236,4
AAA,2014B,112,32,138,3
AAA,2014B,112,27,63,8
AAA,2014B,112,31,64,2
CCC,2013J,113,83,35,2
CCC,2013J,113,88,55,5
CCC,2013J,113,94,237,7
CCC,2013J,113,85,81,5
CCC,2013J,113,89,160,1
CCC,2013J,113,89,70,7
CCC,2013J,113,86,221,5
CCC,2013J,113,100,38,5
CCC,2013J,113,81,121,7
CCC,2013J,113,91,5,9
CCC,2013J,113,92,21,7
CCC,2013J,113,91,133,9
CCC,2013J,113,85,29,8
CCC,2013J,113,90,212,5
CCC,2013J,113,84,162,7
CCC,2013J,113,98,58,9
CCC,2013J,113,90,104,6
CCC,2013J,113,92,186,9
CCC,2013J,113,99,79,4
CCC,2013J,113,87,196,2
CCC,2013J,113,93,232,2
CCC,2013J,113,87,166,2
CCC,2013J,113,88,108,9
CCC,2013J,113,92,36,6
CCC,2013J,113,92,146,8
CCC,2013J,113,84,77,4
CCC,2013J,113,93,55,3
CCC,2013J,113,100,82,8
CCC,2013J,113,95,119,2
CCC,2013J,113,92,133,4
CCC,2013J,113,94,180,3
CCC,2013J,113,94,155,5
CCC,2013J,113,81,34,5
CCC,2013J,113,88,22,3
CCC,2013J,113,84,7,6
CCC,2013J,113,97,128,5
CCC,2013J,113,95,43,3
CCC,2013J,113,91,60,1
CCC,2013J,113,94,120,7
CCC,2013J,113,100,44,6
CCC,2013J,113,83,96,2
CCC,2013J,113,94,106,3
CCC,2013J,113,90,151,8
CCC,2013J,113,99,233,9
CCC,2013J,113,83,11,7
CCC,2013J,113,95,28,3
CCC,2013J,113,89,88,8
CCC,2013J,113,87,144,5
CCC,2013J,113,86,115,4
CCC,2013J,113,84,231,9
CCC,2013J,113,82,45,9
CCC,2013J,113,95,238,1
CCC,2013J,113,81,94,9
BBB,2013J,113,46,207,3
BBB,2013J,113,42,116,9
BBB,2013J,113,50,225,3
BBB,2013J,113,57,158,8
BBB,2013J,113,57,131,5
BBB,2013J,113,47,182,8
BBB,2013J,113,51,181,1
BBB,2013J,113,49,100,4
BBB,2013J,113,51,96,9
BBB,2013J,113,50,145,2
BBB,2013J,113,47,2,9
BBB,2013J,113,53,69,5
BBB,2013J,113,50,229,8
BBB,2013J,113,47,96,1
BBB,2013J,113,60,62,8
BBB,2013J,113,48,158,3
BBB,2013J,113,56,220,9
BBB,2013J,113,59,130,4
BBB,2013J,113,54,35,1
BBB,2013J,113,46,158,4
BBB,2013J,113,54,156,5
BBB,2013J,113,46,216,2
BBB,2013J,113,44,38,1
BBB,2013J,113,60,14,9
BBB,2013J,113,51,194,7
BBB,2013J,113,57,204,8
BBB,2013J,113,51,25,6
BBB,2013J,113,48,155,8
BBB,2013J,113,52,63,3
BBB,2013J,113,47,130,2
BBB,2013J,113,44,212,5
BBB,2013J,113,49,74,2
BBB,2013J,113,51,173,7
BBB,2013J,113,43,156,7
BBB,2013J,113,58,233,4
BBB,2013J,113,50,207,5
BBB,2013J,113,57,29,1
BBB,2013J,113,53,83,7
BBB,2013J,113,45,106,3
BBB,2013J,113,43,9,2
BBB,2013J,113,42,161,5
BBB,2013J,113,59,69,8
BBB,2013J,113,57,20,7
BBB,2013J,113,49,156,8
BBB,2013J,113,46,206,3
BBB,2013J,113,50,122,2
BBB,2013J,113,56,191,5
BBB,2013J,113,56,120,6
BBB,2013J,113,54,79,5
BBB,2013J,113,55,42,9
BBB,2013J,113,53,210,2
BBB,2013J,113,53,223,5
BBB,2013J,113,41,161,2
BBB,2013J,113,58,70,5
BBB,2013J,113,53,27,6
BBB,2013J,113,57,199,9
BBB,2013J,113,46,104,7
BBB,2013J,113,59,73,4
BBB,2013J,113,51,96,1
BBB,2013J,113,53,82,3
BBB,2013J,113,60,45,1
BBB,2013J,113,54,95,6
BBB,2013J,113,44,175,7
BBB,2013J,113,53,164,2
BBB,2013J,113,60,210,8
BBB,2013J,113,47,195,6
BBB,2013J,113,47,170,9
BBB,2013J,113,49,123,5
BBB,2013J,113,48,14,8
BBB,2013J,113,51,173,2
BBB,2013J,113,52,88,2
BBB,2013J,113,58,87,1
BBB,2013J,113,52,231,9
BBB,2013J,113,50,78,8
BBB,2013J,113,52,239,5
BBB,2013J,113,53,99,9
BBB,2013J,113,48,99,4
BBB,2013J,113,46,201,9
BBB,2013J,113,53,34,6
BBB,2013J,113,57,153,3
BBB,2013J,113,51,119,4
BBB,2013J,113,51,235,3
BBB,2013J,113,55,206,8
BBB,2013J,113,42,179,9
BBB,2013J,113,54,172,7
BBB,2013J,113,54,77,7
BBB,2013J,113,42,93,4
BBB,2013J,113,60,227,6
BBB,2013J,113,53,105,6
BBB,2013J,113,42,65,2
BBB,2013J,113,57,173,4
BBB,2013J,113,54,86,2
BBB,2013J,113,47,199,9
BBB,2013J,113,45,207,8
BBB,2013J,113,57,107,8
BBB,2013J,113,56,196,2
CCC,2014B,114,110,214,9
CCC,2014B,114,103,84,1
CCC,2014B,114,114,235,9
CCC,2014B,114,109,143,3
CCC,2014B,114,112,207,1
CCC,2014B,114,118,4,7
CCC,2014B,114,109,123,3
CCC,2014B,114,118,68,5
CCC,2014B,114,103,151,9
CCC,2014B,114,102,172,2
CCC,2014B,114,120,49,4
CCC,2014B,114,117,26,6
CCC,2014B,114,115,84,8
CCC,2014B,114,117,4,4
CCC,2014B,114,119,105,7
CCC,2014B,114,113,7,9
CCC,2014B,114,112,202,4
CCC,2014B,114,107,213,6
CCC,2014B,114,102,9,7
CCC,2014B,114,109,222,6
CCC,2014B,114,112,214,4
CCC,2014B,114,108,147,4
CCC,2014B,114,120,187,6
CCC,2014B,114,116,51,5
CCC,2014B,114,112,197,8
CCC,2014B,114,113,14,9
CCC,2014B,114,106,226,1
CCC,2014B,114,107,136,1
CCC,2014B,114,110,198,1
CCC,2014B,114,110,77,3
CCC,2014B,114,116,35,5
CCC,2014B,114,118,8,1
CCC,2014B,114,102,9,1
CCC,2014B,114,102,5,7
CCC,2014B,114,109,46,4
CCC,2014B,114,114,73,7
CCC,2014B,114,108,61,7
CCC,2014B,114,115,11,8
CCC,2014B,114,115,227,6
CCC,2014B,114,108,68,5
CCC,2014B,114,108,53,6
CCC,2014B,114,109,203,2
CCC,2014B,114,112,63,9
CCC,2014B,114,101,143,7
CCC,2014B,114,119,169,2
CCC,2014B,114,107,2,2
CCC,2014B,114,112,174,1
CCC,2014B,114,106,159,5
CCC,2014B,114,115,159,6
CCC,2014B,114,118,139,7
CCC,2014B,114,101,133,6
CCC,2014B,114,112,88,7
CCC,2014B,114,103,229,7
CCC,2014B,114,117,4,1
CCC,2014B,114,119,87,9
CCC,2014B,114,111,136,2
CCC,2014B,114,103,203,9
CCC,2014B,114,108,69,7
CCC,2014B,114,102,44,8
CCC,2014B,114,115,80,6
CCC,2014B,114,106,120,1
CCC,2014B,114,106,91,3
CCC,2014B,114,107,107,9
CCC,2014B,114,115,74,4
CCC,2014B,114,103,125,4
CCC,2014B,114,111,76,8
CCC,2014B,114,102,143,9
CCC,2014B,114,120,65,3
CCC,2014B,114,114,104,3
CCC,2014B,114,102,108,1
CCC,2014B,114,102,182,3
CCC,2014B,114,119,218,2
CCC,2014B,114,102,113,7
CCC,2014B,114,104,126,9
CCC,2014B,114,107,188,2
CCC,2014B,114,119,130,3
CCC,2014B,114,112,1,8
CCC,2014B,114,108,203,2
CCC,2014B,114,108,59,7
CCC,2014B,114,118,110,7
CCC,2014B,114,120,79,5
CCC,2014B,114,105,72,7
CCC,2014B,114,104,91,2
CCC,2014B,114,115,238,1
CCC,2014B,114,101,162,4
CCC,2014B,114,105,193,9
CCC,2014B,114,113,181,7
CCC,2014B,114,101,109,1
CCC,2014B,114,107,47,8
CCC,2014B,114,106,24,4
CCC,2014B,114,107,102,9
CCC,2014B,114,119,140,1
CCC,2014B,114,114,213,5
CCC,2014B,114,108,125,6
CCC,2014B,114,102,126,2
CCC,2014B,114,118,187,8
CCC,2014B,114,111,112,2
CCC,2014B,114,116,159,1
DDD,2013J,114,132,167,9
DDD,2013J,114,125,191,8
DDD,2013J,114,121,56,9
DDD,2013J,114,128,110,4
DDD,2013J,114,127,114,1
DDD,2013J,114,133,109,2
DDD,2013J,114,123,44,9
DDD,2013J,114,132,65,5
DDD,2013J,114,121,34,9
DDD,2013J,114,134,215,4
DDD,2013J,114,134,57,9
DDD,2013J,114,126,175,3
DDD,2013J,114,132,172,3
DDD,2013J,114,125,7,6
DDD,2013J,114,139,36,9
DDD,2013J,114,138,230,4
DDD,2013J,114,135,43,1
DDD,2013J,114,138,13,1
DDD,2013J,114,136,200,6
DDD,2013J,114,121,103,7
DDD,2013J,114,125,228,5
DDD,2013J,114,125,140,5
DDD,2013J,114,131,55,5
DDD,2013J,114,140,12,3
DDD,2013J,114,121,30,2
DDD,2013J,114,135,156,2
DDD,2013J,114,140,202,9
DDD,2013J,114,138,186,9
DDD,2013J,114,133,75,2
DDD,2013J,114,126,191,4
DDD,2013J,114,135,218,6
DDD,2013J,114,128,206,9
DDD,2013J,114,136,55,1
DDD,2013J,114,137,159,6
DDD,2013J,114,139,5,7
DDD,2013J,114,127,41,6
DDD,2013J,114,126,106,8
DDD,2013J,114,139,157,2
DDD,2013J,114,122,114,3
DDD,2013J,114,130,200,2
DDD,2013J,114,136,50,4
DDD,2013J,114,130,201,2
DDD,2013J,114,135,235,6
DDD,2013J,114,124,56,7
DDD,2013J,114,139,10,4
DDD,2013J,114,125,159,5
DDD,2013J,114,139,31,9
DDD,2013J,114,123,56,5
DDD,2013J,115,135,100,3
DDD,2013J,115,122,16,7
DDD,2013J,115,133,14,6
DDD,2013J,115,125,28,3
DDD,2013J,115,126,10,1
DDD,2013J,115,137,6,1
DDD,2013J,115,122,105,3
DDD,2013J,115,137,14,3
DDD,2013J,115,127,34,6
DDD,2013J,115,128,26,5
DDD,2013J,115,139,31,5
DDD,2013J,115,139,73,1
DDD,2013J,115,138,95,8
DDD,2013J,115,138,82,3
DDD,2013J,115,133,63,2
DDD,2013J,115,136,13,6
DDD,2013J,115,130,1,1
DDD,2013J,115,127,122,4
DDD,2013J,115,136,68,1
AAA,2014B,116,28,125,3
AAA,2014B,116,29,61,5
AAA,2014B,116,30,129,6
AAA,2014B,116,29,141,6
AAA,2014B,116,34,134,7
AAA,2014B,116,25,27,1
AAA,2014B,116,31,97,1
AAA,2014B,116,33,100,9
AAA,2014B,116,32,88,1
AAA,2014B,116,27,195,6
AAA,2014B,116,35,159,2
AAA,2014B,116,27,151,8
AAA,2014B,116,36,95,5
AAA,2014B,116,25,36,9
AAA,2014B,116,40,178,8
AAA,2014B,116,24,14,3
AAA,2014B,116,38,219,4
AAA,2014B,116,21,173,2
AAA,2014B,116,31,173,2
AAA,2014B,116,28,178,3
AAA,2014B,116,22,195,4
AAA,2014B,116,21,237,4
AAA,2014B,116,21,136,9
AAA,2014B,116,22,186,5
AAA,2014B,116,39,119,2
AAA,2014B,116,36,154,7
AAA,2014B,116,39,206,1
AAA,2014B,116,25,77,1
AAA,2014B,116,35,152,8
AAA,2014B,116,25,220,1
AAA,2014B,116,38,23,5
AAA,2014B,116,32,176,7
AAA,2014B,116,36,85,3
AAA,2014B,116,24,42,4
AAA,2014B,116,22,4,1
AAA,2014B,116,31,45,3
AAA,2014B,116,34,192,3
AAA,2014B,116,22,155,2
AAA,2014B,116,33,177,2
AAA,2014B,116,38,76,8
AAA,2014B,116,30,106,7
AAA,2014B,116,40,56,1
AAA,2014B,116,30,108,5
AAA,2014B,116,21,113,3
AAA,2014B,116,22,55,2
AAA,2014B,116,35,39,2
AAA,2014B,116,27,12,7
AAA,2014B,116,33,218,4
AAA,2014B,116,33,22,9
AAA,2014B,116,37,28,8
AAA,2014B,116,31,216,4
AAA,2014B,116,30,166,3
AAA,2014B,116,33,35,8
AAA,2014B,116,25,172,5
AAA,2014B,116,23,113,7
AAA,2014B,116,39,112,7
AAA,2014B,116,38,186,1
AAA,2014B,116,26,82,7
AAA,2014B,116,31,84,5
AAA,2014B,116,38,235,4
AAA,2014B,116,24,66,5
AAA,2014B,116,35,125,3
AAA,2014B,116,39,185,1
AAA,2014B,116,31,236,1
AAA,2014B,116,36,25,1
AAA,2014B,116,21,70,9
AAA,2014B,116,31,134,1
AAA,2014B,116,26,217,1
AAA,2014B,116,40,193,7
AAA,2014B,116,26,79,6
AAA,2014B,116,24,83,4
AAA,2014B,116,39,230,1
AAA,2014B,116,40,239,6
AAA,2014B,116,26,200,3
AAA,2014B,116,30,122,3
AAA,2014B,116,27,38,1
AAA,2014B,116,23,156,6
AAA,2014B,116,25,65,6
AAA,2014B,116,28,234,6
AAA,2014B,116,31,154,7
AAA,2014B,116,38,227,9
AAA,2014B,116,35,166,3
AAA,2014B,116,28,6,8
AAA,2014B,116,27,115,7
AAA,2014B,116,23,205,6
AAA,2014B,116,33,182,7
AAA,2014B,116,36,99,7
AAA,2014B,116,23,165,3
AAA,2014B,116,25,217,3
AAA,2014B,116,21,87,9
AAA,2014B,116,25,11,9
AAA,2014B,116,28,209,7
EEE,2013J,116,163,168,4
EEE,2013J,116,167,121,3
EEE,2013J,116,164,31,2
EEE,2013J,116,177,4,8
EEE,2013J,116,169,58,1
EEE,2013J,116,178,30,2
EEE,2013J,116,167,230,5
EEE,2013J,116,179,80,8
EEE,2013J,116,161,206,8
EEE,2013J,116,167,122,9
EEE,2013J,116,168,153,3
EEE,2013J,116,163,209,8
EEE,2013J,116,170,69,6
EEE,2013J,116,174,57,9
EEE,2013J,116,171,81,6
EEE,2013J,116,174,234,1
EEE,2013J,116,161,145,3
EEE,2013J,116,164,8,4
EEE,2013J,116,169,230,8
EEE,2013J,116,180,47,1
EEE,2013J,116,164,137,4
EEE,2013J,116,172,186,4
EEE,2013J,116,174,78,5
EEE,2013J,116,170,24,8
EEE,2013J,116,163,208,2
EEE,2013J,116,165,21,2
EEE,2013J,116,171,53,6
EEE,2013J,116,170,174,5
EEE,2013J,116,162,216,7
EEE,2013J,116,166,53,7
EEE,2013J,116,172,233,3
EEE,2013J,116,172,162,8
EEE,2013J,116,174,15,7
EEE,2013J,116,162,60,4
EEE,2013J,116,165,101,2
EEE,2013J,116,164,81,8
EEE,2013J,116,176,160,8
EEE,2013J,116,161,168,6
EEE,2013J,116,167,99,8
EEE,2013J,116,173,191,1
EEE,2013J,116,177,144,2
EEE,2013J,116,165,89,1
EEE,2013J,116,164,224,2
EEE,2013J,116,166,214,7
EEE,2013J,116,163,211,6
EEE,2013J,116,161,61,8
EEE,2013J,116,161,90,5
EEE,2013J,116,162,216,3
EEE,2013J,116,164,108,3
EEE,2013J,116,175,37,9
EEE,2013J,116,162,23,9
EEE,2013J,116,173,121,4
EEE,2013J,116,168,149,9
EEE,2013J,116,164,182,4
EEE,2013J,116,167,61,7
EEE,2013J,116,164,204,3
EEE,2013J,116,165,89,5
EEE,2013J,116,166,69,2
EEE,2013J,116,169,11,1
EEE,2013J,116,179,118,1
EEE,2013J,116,162,126,3
EEE,2013J,116,180,90,2
EEE,2013J,116,172,14,9
